AGNT_EMP_NO,HIRE_DT,PARTNER,SITE_DESC,LOCATION,NO_DAYS_AFTER_HIRE,FLAG_ATTRITION,PASS_FAIL,Month1Diff,Month2Diff,Month3Diff,Month4Diff,Month5Diff,Month6Diff,Month7Diff,Month8Diff,Month9Diff,Month10Diff,Month11Diff,Month12Diff,LockDiff,RESULTS,LOB,PF_SEGMENT_QUARTILE1,PF_SEGMENT_QUARTILE2,PF_SEGMENT_QUARTILE3,PF_SEGMENT_QUARTILE4,PF_SEGMENT_QUARTILE5,PF_SEGMENT_QUARTILE6,PF_SEGMENT_QUARTILE7,PF_SEGMENT_QUARTILE8,PF_SEGMENT_QUARTILE9,PF_SEGMENT_QUARTILE10,PF_SEGMENT_QUARTILE11,PF_SEGMENT_QUARTILE12,ABT_AHT1,ABT_AHT2,ABT_AHT3,ABT_AHT4,ABT_AHT5,ABT_AHT6,ABT_AHT7,ABT_AHT8,ABT_AHT9,ABT_AHT10,ABT_AHT11,ABT_AHT12,FCR71,FCR72,FCR73,FCR74,FCR75,FCR76,FCR77,FCR78,FCR79,FCR710,FCR711,FCR712,SR_60D1,SR_60D2,SR_60D3,SR_60D4,SR_60D5,SR_60D6,SR_60D7,SR_60D8,SR_60D9,SR_60D10,SR_60D11,SR_60D12,AGNT_SEGMENT_NM_Month_1,AGNT_SEGMENT_NM_Month_2,AGNT_SEGMENT_NM_Month_3,AGNT_SEGMENT_NM_Month_4,AGNT_SEGMENT_NM_Month_5,AGNT_SEGMENT_NM_Month_6,AGNT_SEGMENT_NM_Month_7,AGNT_SEGMENT_NM_Month_8,AGNT_SEGMENT_NM_Month_9,AGNT_SEGMENT_NM_Month_10,AGNT_SEGMENT_NM_Month_11,AGNT_SEGMENT_NM_Month_12,AGNT_SEGMENT_NM_Month_13,DEPT_NM_Month_1,DEPT_NM_Month_2,DEPT_NM_Month_3,DEPT_NM_Month_4,DEPT_NM_Month_5,DEPT_NM_Month_6,DEPT_NM_Month_7,DEPT_NM_Month_8,DEPT_NM_Month_9,DEPT_NM_Month_10,DEPT_NM_Month_11,DEPT_NM_Month_12,DEPT_NM_Month_13
EZ20638,27-Apr-17,Sitel,Sitel - Manila,OFFSHORE,0,0,PASS,-86,-58,-27,3,34,64,95,126,156,187,217,248,4,RECOMMENDED WITH RESERVATION,BRS,,,,,2,4,4,4,4,2,2,2,,,,,,1717.603448,1275.765193,1271.130081,1145.181303,1084.035443,1059.100217,1294.996742,,,,,,,,,,,,,,,,,,,0.609724,0.711948,0.685249,0.727454,0.758465,0.781631,,,,,Retention L1,Retention L1,Retention L1,Retention L1,Retention L1,Retention L1,Retention L1,Retention L1,Retention L1,,,,,Loyalty Inbound,Loyalty Inbound,Loyalty Inbound,Loyalty Inbound,Loyalty Inbound,Loyalty Inbound,Loyalty Inbound,Loyalty Inbound,Loyalty Inbound
EZ20639,27-Apr-17,Sitel,Sitel - Manila,OFFSHORE,0,0,PASS,-86,-58,-27,3,34,64,95,126,156,187,217,248,4,STRONGLY RECOMMENDED,BRS,,,,,2,3,4,1,2,1,1,1,,,,,,1209.980314,1019.976676,1282.371757,1158.271523,1077.661585,1183.840101,1184.334693,,,,,,,,,,,,,,,,,,,0.633052,0.76568,0.714843,0.756183,0.784633,0.770111,,,,,Retention L1,Retention L1,Retention L1,Retention L1,Retention L1,Retention L1,Retention L1,Retention L1,Retention L1,,,,,Loyalty Inbound,Loyalty Inbound,Loyalty Inbound,Loyalty Inbound,Loyalty Inbound,Loyalty Inbound,Loyalty Inbound,Loyalty Inbound,Loyalty Inbound
EZ20641,27-Apr-17,Sitel,Sitel - Manila,OFFSHORE,89,1,PASS,-86,-58,-27,3,34,64,95,126,156,187,217,248,4,RECOMMENDED,BRS,,,,,2,4,4,,,,,,,,,,,1376.443548,1074.232638,,,,,,,,,,,,,,,,,,,,,,,,0.596038,,,,,,,,,,Retention L1,Retention L1,Retention L1,,,,,,,,,,,Loyalty Inbound,Loyalty Inbound,Loyalty Inbound,,,,,,
EZ20642,28-Apr-17,Nordia,Nordia - Quebec,ONSHORE,0,0,FAIL,-87,-59,-28,2,33,63,94,125,155,186,216,247,3,NOT RECOMMENDED,BRS,,,,,4,2,2,1,3,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BRS Collection Inbound,BRS Collection Inbound,BRS Collection Inbound,BRS Collection Inbound,BRS Collection Inbound,BRS Collection Inbound,BRS Collection Inbound,BRS Collection Inbound,BRS Collection Inbound,,,,,Collection Inbound,Collection Inbound,Collection Inbound,Collection Inbound,Collection Inbound,Collection Inbound,Collection Inbound,Collection Inbound,Collection Inbound
EZ20673,28-Apr-17,,IQOR - Philippines - Clark,OFFSHORE,0,0,PASS,-87,-59,-28,2,33,63,94,125,155,186,216,247,3,RECOMMENDED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Virgin Postpaid,Virgin Postpaid,Virgin Postpaid,Virgin Postpaid,Virgin Postpaid,Virgin Postpaid,Virgin Postpaid,Virgin Postpaid,Virgin Postpaid,,,,,Consumer Care,Consumer Care,Consumer Care,Consumer Care,Consumer Care,Consumer Care,Consumer Care,Consumer Care,Consumer Care
EZ20676,05-Jun-17,Quantrics,Quantrics - Taytay,OFFSHORE,0,0,PASS,-125,-97,-66,-36,-5,25,56,87,117,148,178,209,-35,RECOMMENDED WITH RESERVATION,BRS,,,,,,2,3,4,3,3,3,4,,,,,,843.465517,787.230769,629.122123,603.970695,618.00371,657.965703,685.704954,,,,,,0.600584,0.678862,0.543829,0.604052,0.639775,0.593407,0.628176,,,,,,,,,,0.930102,0.933255,0.93661,,,,,,,Uno BTV,Trio L1,Trio L1,Trio L1,Trio L1,Trio L1,Trio L1,,,,,,,Care,Care,Care,Care,Care,Care,Care
EZ20677,05-Jun-17,Quantrics,Quantrics - Taytay,OFFSHORE,0,0,PASS,-125,-97,-66,-36,-5,25,56,87,117,148,178,209,-35,RECOMMENDED WITH RESERVATION,BRS,,,,,,2,2,4,4,2,2,3,,,,,,1181.915789,1016.451612,801.99567,824.99491,753.25688,811.787234,841.024324,,,,,,0.634921,0.638158,0.540131,0.639176,0.618938,0.584135,0.616439,,,,,,,,,,0.936826,0.94776,0.932785,,,,,,,Uno BTV,Trio L1,Trio L1,Trio L1,Trio L1,Trio L1,Trio L1,,,,,,,Care,Care,Care,Care,Care,Care,Care
EZ20678,05-Jun-17,Quantrics,Quantrics - Taytay,OFFSHORE,0,0,PASS,-125,-97,-66,-36,-5,25,56,87,117,148,178,209,-35,RECOMMENDED,BRS,,,,,,4,4,2,2,3,3,3,,,,,,920.060869,673.929292,450.467741,491.517799,408.136503,559.046012,633.424686,,,,,,0.511628,0.527028,0.506628,0.500819,0.569876,0.543888,0.56317,,,,,,,,,,0.938381,0.94554,0.958346,,,,,,,Uno BTV,Trio L1,Trio L1,Trio L1,Trio L1,Trio L1,Trio L1,,,,,,,Care,Care,Care,Care,Care,Care,Care
EZ20679,05-Jun-17,Quantrics,Quantrics - Taytay,OFFSHORE,0,0,PASS,-125,-97,-66,-36,-5,25,56,87,117,148,178,209,-35,RECOMMENDED WITH RESERVATION,BRS,,,,,,4,4,4,4,3,4,4,,,,,,1016.378289,891.469565,626.188811,621.544144,680.939571,692.344827,808.471321,,,,,,0.551496,0.502184,0.503522,0.530165,0.554688,0.555945,0.532995,,,,,,,,,,0.924104,0.930787,0.950014,,,,,,,Uno BTV,Trio L1,Trio L1,Trio L1,Trio L1,Trio L1,Trio L1,,,,,,,Care,Care,Care,Care,Care,Care,Care
EZ20680,05-Jun-17,Quantrics,Quantrics - Taytay,OFFSHORE,43,1,PASS,-125,-97,-66,-36,-5,25,56,87,117,148,178,209,-35,RECOMMENDED,BRS,,,,,,4,4,,,,,,,,,,,797.024096,671.313333,,,,,,,,,,,0.556911,0.428572,,,,,,,,,,,,,,,,,,,,,,,,Uno BTV,Uno BTV,,,,,,,,,,,,Care,Care,,,,,
EZ20681,05-Jun-17,Quantrics,Quantrics - Taytay,OFFSHORE,43,1,PASS,-125,-97,-66,-36,-5,25,56,87,117,148,178,209,-35,RECOMMENDED,BRS,,,,,,3,1,,,,,,,,,,,864.68217,984.923076,,,,,,,,,,,0.578125,0.576924,,,,,,,,,,,,,,,,,,,,,,,,Uno BTV,Uno BTV,,,,,,,,,,,,Care,Care,,,,,
EZ20682,05-Jun-17,Quantrics,Quantrics - Taytay,OFFSHORE,0,0,PASS,-125,-97,-66,-36,-5,25,56,87,117,148,178,209,-35,RECOMMENDED WITH RESERVATION,BRS,,,,,,4,2,1,1,3,3,4,,,,,,976.375394,694.488372,546.218181,644.81186,549.702173,605.282149,683.130434,,,,,,0.585988,0.556604,0.517454,0.538462,0.625821,0.548639,0.541667,,,,,,,,,,0.948024,0.931241,0.948294,,,,,,,Uno BTV,Trio L1,Trio L1,Trio L1,Trio L1,Trio L1,Trio L1,,,,,,,Care,Care,Care,Care,Care,Care,Care
EZ20683,05-Jun-17,Quantrics,Quantrics - Taytay,OFFSHORE,0,0,PASS,-125,-97,-66,-36,-5,25,56,87,117,148,178,209,-35,RECOMMENDED,BRS,,,,,,2,2,2,1,2,3,3,,,,,,882.241887,685.542699,564.598778,600.80705,558.692883,699.794979,702.267605,,,,,,0.560831,0.575419,0.474121,0.578155,0.612168,0.57265,0.560097,,,,,,,,,,0.933449,0.938873,0.956353,,,,,,,Uno BTV,Trio L1,Trio L1,Trio L1,Trio L1,Trio L1,Trio L1,,,,,,,Care,Care,Care,Care,Care,Care,Care
EZ20685,05-Jun-17,Quantrics,Quantrics - Taytay,OFFSHORE,43,1,PASS,-125,-97,-66,-36,-5,25,56,87,117,148,178,209,-35,RECOMMENDED WITH RESERVATION,BRS,,,,,,3,,,,,,,,,,,,813.530864,,,,,,,,,,,,0.55625,,,,,,,,,,,,,,,,,,,,,,,,,Uno BTV,Uno BTV,,,,,,,,,,,,Care,Care,,,,,
EZ20686,05-Jun-17,Quantrics,Quantrics - Taytay,OFFSHORE,0,0,PASS,-125,-97,-66,-36,-5,25,56,87,117,148,178,209,-35,RECOMMENDED WITH RESERVATION,BRS,,,,,,3,4,4,4,2,3,4,,,,,,764.669879,736.149532,644.188712,626.29106,513.394782,579.373015,789.744897,,,,,,0.607318,0.563695,0.57424,0.572632,0.609842,0.570968,0.608809,,,,,,,,,,0.940891,0.934204,0.945746,,,,,,,Uno BTV,Trio L1,Trio L1,Trio L1,Trio L1,Trio L1,Trio L1,,,,,,,Care,Care,Care,Care,Care,Care,Care
EZ20687,05-Jun-17,,Quantrics - Taytay,OFFSHORE,240,1,PASS,-125,-97,-66,-36,-5,25,56,87,117,148,178,209,-35,RECOMMENDED WITH RESERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trio L1,Trio L1,Trio L1,Trio L1,Trio L1,Trio L1,Trio L1,,,,,,,Care,Care,Care,Care,Care,Care,Care
EZ20688,05-Jun-17,Quantrics,Quantrics - Taytay,OFFSHORE,0,0,PASS,-125,-97,-66,-36,-5,25,56,87,117,148,178,209,-35,RECOMMENDED,BRS,,,,,,2,1,3,1,2,2,,,,,,,960.356466,837.424908,772.904624,722.66959,698.993212,756.232189,,,,,,,0.598727,0.656827,0.508876,0.589443,0.585254,0.540107,,,,,,,,,,,0.940252,0.945507,,,,,,,,Uno BTV,Trio L1,Trio L1,Trio L1,Trio L1,Consumer,Consumer,,,,,,,Care,Care,Care,Care,Care,Consumer Care,Consumer Care
EZ20689,03-May-17,Quantrics,Quantrics - Taytay,OFFSHORE,30,1,PASS,-92,-64,-33,-3,28,58,89,120,150,181,211,242,-2,RECOMMENDED,BRS,,,,,1,,,,,,,,,,,,976.028571,,,,,,,,,,,,0.6875,,,,,,,,,,,,,,,,,,,,,,,,,Uno BTV,Uno BTV,Uno BTV,,,,,,,,,,,Care,Care,Care,,,,,
EZ20690,03-May-17,Quantrics,Quantrics - Taytay,OFFSHORE,0,0,PASS,-92,-64,-33,-3,28,58,89,120,150,181,211,242,-2,RECOMMENDED,BRS,,,,,2,2,1,3,1,1,2,1,,,,,651.269662,551.427586,406.957386,432.074898,497.608888,463.406593,620.653968,693.33732,,,,,0.517648,0.595447,0.551725,0.493802,0.514807,0.553371,0.590323,0.552312,,,,,,,,,,0.949059,0.932856,0.953782,,,,,,Uno BTV,Uno BTV,Trio L1,Trio L1,Trio L1,Trio L1,Trio L1,Trio L1,,,,,,Care,Care,Care,Care,Care,Care,Care,Care
EZ20692,08-Jun-17,Quantrics,Quantrics - Taytay,OFFSHORE,223,1,PASS,-128,-100,-69,-39,-8,22,53,84,114,145,175,206,-38,STRONGLY RECOMMENDED,BRS,,,,,,1,1,1,4,4,4,4,,,,,,775.116465,804.346666,956.135593,891.669669,756.663636,725.910958,931.458015,,,,,,0.622951,0.741072,0.776633,0.734139,0.588958,0.640288,0.65625,,,,,,,,,,0.948891,0.94641,0.957008,,,,,,,Uno BTV,Trio L1,Trio L1,Trio L1,Trio L1,Trio L1,Trio L1,,,,,,,Care,Care,Care,Care,Care,Care,Care
EZ20693,08-Jun-17,Quantrics,Quantrics - Taytay,OFFSHORE,229,1,PASS,-128,-100,-69,-39,-8,22,53,84,114,145,175,206,-38,RECOMMENDED,BRS,,,,,,4,1,3,4,3,4,4,,,,,,1137.786096,1095.878504,943.66925,909.152492,793.818984,860.20052,898.298076,,,,,,0.548388,0.58216,0.551452,0.535715,0.597753,0.509486,0.551156,,,,,,,,,,0.951201,0.945252,0.945263,,,,,,,Uno BTV,Trio L1,Trio L1,Trio L1,Trio L1,Trio L1,Trio L1,,,,,,,Care,Care,Care,Care,Care,Care,Care
EZ20694,05-Jun-17,Quantrics,Quantrics - Taytay,OFFSHORE,45,1,PASS,-125,-97,-66,-36,-5,25,56,87,117,148,178,209,-35,RECOMMENDED,BRS,,,,,,4,1,,,,,,,,,,,805.752066,715.817073,,,,,,,,,,,0.609244,0.570553,,,,,,,,,,,,,,,,,,,,,,,,Uno BTV,Uno BTV,,,,,,,,,,,,Care,Care,,,,,
EZ20695,05-Jun-17,Quantrics,Quantrics - Taytay,OFFSHORE,77,1,PASS,-125,-97,-66,-36,-5,25,56,87,117,148,178,209,-35,STRONGLY RECOMMENDED,BRS,,,,,,3,1,4,,,,,,,,,,815.023041,634.272727,574.727272,,,,,,,,,,0.513889,0.49091,0.428572,,,,,,,,,,,,,,,,,,,,,,,Uno BTV,Trio L1,,,,,,,,,,,,Care,Care,,,,,
EZ20696,08-Jun-17,Quantrics,Quantrics - Taytay,OFFSHORE,0,0,PASS,-128,-100,-69,-39,-8,22,53,84,114,145,175,206,-38,RECOMMENDED WITH RESERVATION,BRS,,,,,,1,1,1,2,3,4,2,,,,,,946.729885,679.666666,763.846153,774.026178,867.62295,780.343137,668.108949,,,,,,0.627907,0.479639,0.549724,0.542554,0.661017,0.511628,0.541833,,,,,,,,,,0.929731,0.954999,0.9564,,,,,,,Uno BTV,Trio L1,Trio L1,Trio L1,Trio L1,Trio L1,Trio L1,,,,,,,Care,Care,Care,Care,Care,Care,Care
EZ20697,05-Jun-17,Quantrics,Quantrics - Taytay,OFFSHORE,158,1,PASS,-125,-97,-66,-36,-5,25,56,87,117,148,178,209,-35,RECOMMENDED WITH RESERVATION,BRS,,,,,,4,4,2,4,4,1,,,,,,,1059.402714,882.811827,669.663934,820.212276,870.636815,698.25,,,,,,,0.555046,0.497298,0.555249,0.509091,0.583757,0.75,,,,,,,,,,,0.940538,0.951072,,,,,,,,Uno BTV,Trio L1,Trio L1,Trio L1,Trio L1,,,,,,,,,Care,Care,Care,Care,Care,,
EZ20698,05-Jun-17,Quantrics,Quantrics - Taytay,OFFSHORE,36,1,PASS,-125,-97,-66,-36,-5,25,56,87,117,148,178,209,-35,STRONGLY RECOMMENDED,BRS,,,,,,3,2,,,,,,,,,,,1011.389121,715.071428,,,,,,,,,,,0.564103,0.481482,,,,,,,,,,,,,,,,,,,,,,,,Uno BTV,Uno BTV,,,,,,,,,,,,Care,Care,,,,,
EZ20699,03-May-17,Quantrics,Quantrics - Taytay,OFFSHORE,229,1,PASS,-92,-64,-33,-3,28,58,89,120,150,181,211,242,-2,RECOMMENDED WITH RESERVATION,BRS,,,,,,4,1,4,2,3,4,4,,,,,,920.157894,761.944444,780.336776,777.482598,854.608579,738.117359,708.713375,,,,,,0.476924,0.542223,0.488273,0.607059,0.593496,0.5475,0.464517,,,,,,,,,,0.937944,0.945267,0.945361,,,,,,Uno BTV,Uno BTV,Trio L1,Trio L1,Trio L1,Trio L1,Trio L1,,,,,,,Care,Care,Care,Care,Care,Care,Care,
EZ20700,05-Jun-17,Quantrics,Quantrics - Taytay,OFFSHORE,0,0,PASS,-125,-97,-66,-36,-5,25,56,87,117,148,178,209,-35,RECOMMENDED WITH RESERVATION,BRS,,,,,,4,1,3,2,4,3,4,,,,,,904.505376,647.689768,749.313888,783.681347,864.855191,849.307511,844.557291,,,,,,0.576087,0.6,0.54902,0.571053,0.578948,0.552885,0.502646,,,,,,,,,,0.9427,0.940835,0.946564,,,,,,,Uno BTV,Trio L1,Trio L1,Trio L1,Trio L1,Trio L1,Trio L1,,,,,,,Care,Care,Care,Care,Care,Care,Care
EZ20701,05-Jun-17,Quantrics,Quantrics - Taytay,OFFSHORE,0,0,PASS,-125,-97,-66,-36,-5,25,56,87,117,148,178,209,-35,RECOMMENDED,BRS,,,,,,4,2,1,2,3,2,3,,,,,,759.575221,793.074468,760.603932,734.069506,573.806603,667.151428,716.444751,,,,,,0.571429,0.571429,0.508523,0.593182,0.645477,0.56418,0.543104,,,,,,,,,,0.934251,0.952935,0.960546,,,,,,,Uno BTV,Trio L1,Trio L1,Trio L1,Trio L1,Trio L1,Trio L1,,,,,,,Care,Care,Care,Care,Care,Care,Care
EZ20746,26-Apr-17,,IQOR - Philippines - Clark,OFFSHORE,7,1,FAIL,-85,-57,-26,4,35,65,96,127,157,188,218,249,5,NOT RECOMMENDED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Virgin Postpaid,,,,,,,,,,,,,Consumer Care,,,,,,,,
EZ20747,26-Apr-17,IQOR,IQOR - Philippines - Clark,OFFSHORE,96,1,FAIL,-85,-57,-26,4,35,65,96,127,157,188,218,249,5,NOT RECOMMENDED,BM,,,,,4,4,,,,,,,,,,,808.15,596.208333,,,,,,,,,,,0.607143,0.656566,,,,,,,,,,,,,,,,,,,,,,,Virgin Postpaid,Virgin Postpaid,Virgin Postpaid,Virgin Postpaid,,,,,,,,,,Consumer Care,Consumer Care,Consumer Care,Consumer Care,,,,,
EZ20748,26-Apr-17,IQOR,IQOR - Philippines - Clark,OFFSHORE,213,1,PASS,-85,-57,-26,4,35,65,96,127,157,188,218,249,5,RECOMMENDED WITH RESERVATION,BM,,,,,4,4,2,2,2,3,3,,,,,,778.965517,654.789743,528.313213,507.315384,471.186307,451.925586,471.62745,,,,,,0.5,0.617319,0.680888,0.688817,0.654762,0.649439,0.637363,,,,,,,,0.962052,0.971906,0.961548,0.956902,0.965892,,,,,,Virgin Postpaid,Virgin Postpaid,Virgin Postpaid,Virgin Postpaid,Virgin Postpaid,Virgin Postpaid,Virgin Postpaid,Virgin Postpaid,,,,,,Consumer Care,Consumer Care,Consumer Care,Consumer Care,Consumer Care,Consumer Care,Consumer Care,Consumer Care,
EZ20749,26-Apr-17,IQOR,IQOR - Philippines - Clark,OFFSHORE,7,1,FAIL,-85,-57,-26,4,35,65,96,127,157,188,218,249,5,NOT RECOMMENDED,BM,,,,,,4,2,2,2,1,1,1,,,,,,412.50974,314.5895,288.448999,256.249382,250.361042,261.586243,226.137515,,,,,,0.632728,0.679421,0.66738,0.666667,0.705249,0.664344,0.724,,,,,,,,,,,,,,,,,Virgin Postpaid,Virgin Prepaid,Virgin Prepaid,Virgin Prepaid,Virgin Prepaid,Virgin Prepaid,Virgin Prepaid,Virgin Prepaid,,,,,,Consumer Care,Consumer Care,Consumer Care,Consumer Care,Consumer Care,Consumer Care,Consumer Care,Consumer Care,
EZ20750,26-Apr-17,,IQOR - Philippines - Clark,OFFSHORE,12,1,PASS,-85,-57,-26,4,35,65,96,127,157,188,218,249,5,RECOMMENDED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Virgin Postpaid,Virgin Postpaid,,,,,,,,,,,,Consumer Care,Consumer Care,,,,,,,
EZ20751,26-Apr-17,,IQOR - Philippines - Clark,OFFSHORE,21,1,PASS,-85,-57,-26,4,35,65,96,127,157,188,218,249,5,RECOMMENDED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Virgin Postpaid,Virgin Postpaid,,,,,,,,,,,,Consumer Care,Consumer Care,,,,,,,
EZ20752,26-Apr-17,,IQOR - Philippines - Clark,OFFSHORE,7,1,PASS,-85,-57,-26,4,35,65,96,127,157,188,218,249,5,RECOMMENDED WITH RESERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Virgin Postpaid,,,,,,,,,,,,,Consumer Care,,,,,,,,
EZ20753,26-Apr-17,IQOR,IQOR - Philippines - Clark,OFFSHORE,0,0,PASS,-85,-57,-26,4,35,65,96,127,157,188,218,249,5,STRONGLY RECOMMENDED,BM,,,,,3,3,3,,,,,,,,,,526.48,533.554098,720.583333,,,,,,,,,,0.625,0.65285,0.727273,,,,,,,,,,,,0.970714,,,,,,,,,,Virgin Postpaid,Virgin Postpaid,Virgin Postpaid,Virgin Postpaid,Virgin Postpaid,Virgin Postpaid,Virgin Postpaid,Virgin Postpaid,,,,,,Consumer Care,Consumer Care,Consumer Care,Consumer Care,Consumer Care,Consumer Care,Consumer Care,Consumer Care,
EZ20778,01-May-17,Nordia,Nordia - Orillia,ONSHORE,0,0,PASS,-90,-62,-31,-1,30,60,91,122,152,183,213,244,0,RECOMMENDED WITH RESERVATION,BRS,,,,,2,2,2,4,3,2,3,4,,,,,,1317.266949,1259.04607,1222.473821,1181.219269,1030.858369,997.663265,1176.543778,,,,,,,,,,,,,,,,,,,0.704824,0.729277,0.728728,0.790252,0.799974,0.747692,,,,,Retention L1,Retention L1,Retention L1,Retention L1,Retention L1,Retention L1,Retention L1,Retention L1,Retention L1,,,,,Loyalty Inbound,Loyalty Inbound,Loyalty Inbound,Loyalty Inbound,Loyalty Inbound,Loyalty Inbound,Loyalty Inbound,Loyalty Inbound,Loyalty Inbound
EZ20779,01-May-17,Nordia,Nordia - Orillia,ONSHORE,94,1,PASS,-90,-62,-31,-1,30,60,91,122,152,183,213,244,0,RECOMMENDED,BRS,,,,,2,4,4,4,,,,,,,,,,1081.164983,994.657894,1018.90909,,,,,,,,,,,,,,,,,,,,,,,0.641756,0.837604,,,,,,,,,Retention L1,Retention L1,Retention L1,Retention L1,Retention L1,,,,,,,,,Loyalty Inbound,Loyalty Inbound,Loyalty Inbound,Loyalty Inbound,Loyalty Inbound,,,,
EZ20780,01-May-17,Nordia,Nordia - Orillia,ONSHORE,0,0,PASS,-90,-62,-31,-1,30,60,91,122,152,183,213,244,0,RECOMMENDED WITH RESERVATION,BRS,,,,,,1,3,4,4,1,1,3,,,,,,1276.957528,809.797959,859.099796,648.057939,583.124726,632.219557,746.119691,,,,,,,,,,,,,,,,,,,0.594056,0.729196,0.683877,0.761733,0.767413,0.733131,,,,,Retention L1,Retention L1,Retention L1,Retention L1,Retention L1,Retention L1,Retention L1,Retention L1,Retention L1,,,,,Loyalty Inbound,Loyalty Inbound,Loyalty Inbound,Loyalty Inbound,Loyalty Inbound,Loyalty Inbound,Loyalty Inbound,Loyalty Inbound,Loyalty Inbound
EZ20781,01-May-17,Nordia,Nordia - Orillia,ONSHORE,0,0,PASS,-90,-62,-31,-1,30,60,91,122,152,183,213,244,0,RECOMMENDED,BRS,,,,,2,3,4,2,3,2,1,3,,,,,,1094.217391,976.486559,951.823529,948.213068,837.867977,940.473945,1086.029649,,,,,,,,,,,,,,,,,,,0.663182,0.709842,0.721089,0.768493,0.765069,0.717659,,,,,Retention L1,Retention L1,Retention L1,Retention L1,Retention L1,Retention L1,Retention L1,Retention L1,Retention L1,,,,,Loyalty Inbound,Loyalty Inbound,Loyalty Inbound,Loyalty Inbound,Loyalty Inbound,Loyalty Inbound,Loyalty Inbound,Loyalty Inbound,Loyalty Inbound
EZ20782,01-May-17,Nordia,Nordia - Orillia,ONSHORE,0,0,PASS,-90,-62,-31,-1,30,60,91,122,152,183,213,244,0,STRONGLY RECOMMENDED,BRS,,,,,2,2,4,4,4,3,3,3,,,,,,1473.828326,1122.902116,1186.47,1159.958064,1212.266949,1186.939481,1188.780415,,,,,,,,,,,,,,,,,,,0.618691,0.753933,0.723284,0.760272,0.787369,0.718726,,,,,Retention L1,Retention L1,Retention L1,Retention L1,Retention L1,Retention L1,Retention L1,Retention L1,Retention L1,,,,,Loyalty Inbound,Loyalty Inbound,Loyalty Inbound,Loyalty Inbound,Loyalty Inbound,Loyalty Inbound,Loyalty Inbound,Loyalty Inbound,Loyalty Inbound
EZ20783,01-May-17,Nordia,Nordia - Orillia,ONSHORE,0,0,PASS,-90,-62,-31,-1,30,60,91,122,152,183,213,244,0,STRONGLY RECOMMENDED,BRS,,,,,2,4,4,4,4,4,4,4,,,,,,1274.648648,1208.923076,1033.822222,975.52521,824.538461,884.758104,1136.040462,,,,,,,,,,,,,,,,,,,0.647148,0.71123,0.662124,0.747529,0.67651,0.756292,,,,,Retention L1,Retention L1,Retention L1,Retention L1,Retention L1,Retention L1,Retention L1,Retention L1,Retention L1,,,,,Loyalty Inbound,Loyalty Inbound,Loyalty Inbound,Loyalty Inbound,Loyalty Inbound,Loyalty Inbound,Loyalty Inbound,Loyalty Inbound,Loyalty Inbound
EZ20784,01-May-17,Nordia,Nordia - Orillia,ONSHORE,206,1,PASS,-90,-62,-31,-1,30,60,91,122,152,183,213,244,0,STRONGLY RECOMMENDED,BRS,,,,,2,4,4,3,1,3,1,,,,,,,1140.863636,1069.991836,1332.632258,1183.216867,975.666666,1225.15,,,,,,,,,,,,,,,,,,,,0.616626,0.726267,0.773787,0.797188,0.872049,,,,,,Retention L1,Retention L1,Retention L1,Retention L1,Retention L1,Retention L1,Retention L1,,,,,,,Loyalty Inbound,Loyalty Inbound,Loyalty Inbound,Loyalty Inbound,Loyalty Inbound,Loyalty Inbound,Loyalty Inbound,,
EZ20785,01-May-17,,Nordia - Orillia,ONSHORE,0,1,PASS,-90,-62,-31,-1,30,60,91,122,152,183,213,244,0,RECOMMENDED WITH RESERVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Retention L1,,,,,,,,,,,,,Loyalty Inbound,,,,,,,,
EZ20786,01-May-17,Nordia,Nordia - Orillia,ONSHORE,224,1,FAIL,-90,-62,-31,-1,30,60,91,122,152,183,213,244,0,NOT RECOMMENDED,BRS,,,,,2,1,4,4,4,3,4,4,,,,,,1158.760784,899.568421,1065.970711,805.969635,632.487144,580.573134,513.494949,,,,,,,,0.678112,0.715177,0.739496,0.686154,0.652174,,,,,,,0.672042,,,0.903928,0.923822,0.931753,,,,,Retention L1,Retention L1,Retention L1,Trio L2 (Elite),Trio L2 (Elite),Trio L2 (Elite),Trio L2 (Elite),Trio L2 (Elite),Trio L2 (Elite),,,,,Loyalty Inbound,Loyalty Inbound,Loyalty Inbound,Care,Care,Care,Care,Care,Care
